2029-09-21 05:15:56
1972-03-12 06:07:20
2035-11-20 16:32:30
1996-10-25 08:42:21
1981-02-05 03:10:56
2031-09-10 06:03:47
1986-04-24 12:57:58
1987-04-26 21:42:59
2017-06-10 17:12:12
1980-07-26 00:08:11
2009-10-18 08:05:07
1981-05-24 03:45:59
2026-07-17 16:55:19
2015-09-30 12:47:20
2032-05-02 12:49:35
1987-08-17 03:48:21
2034-10-20 11:32:33
2008-11-20 11:30:51
1986-11-06 09:11:06
1980-04-06 03:02:36
1982-11-12 02:23:03
1975-01-24 02:16:44
2015-04-25 17:16:26
1980-03-14 07:04:20
1998-04-07 13:29:28
2020-12-16 21:01:12
2004-10-31 06:35:03
1975-02-26 02:23:14
2024-10-29 10:53:45
1974-10-29 06:06:18
1986-09-21 13:40:10
2037-11-06 09:27:36
\N
1979-06-02 07:00:44
2001-06-28 04:22:42
\N
2024-10-14 12:50:38
2031-03-22 23:03:05
1983-11-27 10:32:59
1989-01-01 20:54:04
\N
2037-03-05 07:53:27
2002-12-28 15:00:51
\N
2031-12-20 15:30:20
2002-08-30 15:27:57
1997-11-16 06:01:36
2023-07-17 22:20:26
2010-04-02 01:21:20
2019-09-21 05:54:01
1978-03-04 09:31:20
1992-11-08 19:54:37
2002-02-11 19:06:34
2012-06-06 18:35:22
2012-11-23 22:44:32
1997-09-27 12:43:45
1972-12-18 04:24:22
1985-10-25 03:26:29
2028-09-29 22:06:36
1976-03-31 15:03:19
1996-06-26 06:20:33
2014-07-06 05:37:36
2032-05-21 18:59:04
2018-12-18 10:59:54
\N
1974-06-02 17:04:29
\N
2024-09-29 08:51:37
1996-07-03 02:47:04
1973-02-11 11:17:51
2019-12-02 01:36:35
2035-09-04 07:23:02
2008-10-10 21:01:14
2018-05-16 21:07:23
2020-04-17 15:58:20
2030-05-04 03:37:48
2002-10-27 17:43:22
2036-03-04 08:06:10
2002-10-29 03:21:13
2000-06-22 14:23:04
1981-01-01 00:15:56
infinity
infinity
infinity
infinity
infinity
infinity
infinity
infinity
2001-12-31 12:30:28
2003-09-25 04:51:05
2020-12-07 22:47:38
2016-11-04 04:29:31
2026-02-23 00:38:02
1990-12-16 00:16:09
2033-10-15 07:38:35
2003-07-29 03:55:56
1998-10-09 12:06:21
2006-04-02 07:46:45
1970-06-06 10:31:07
2015-02-06 12:13:46
2004-06-23 06:55:31
2015-12-08 00:58:12
2024-06-26 14:46:31
1997-11-07 07:28:15
2023-05-09 21:43:37
1992-11-16 02:10:16
2016-04-17 07:30:34
1996-11-09 19:05:11
2010-09-12 13:54:34
2012-10-17 04:03:22
\N
1998-07-19 07:49:42
1973-11-11 02:53:33
1992-11-15 01:08:33
2032-04-22 09:42:32
2031-09-14 17:56:28
2005-03-25 17:37:54
1993-03-17 02:02:52
2004-03-01 07:43:47
2009-10-06 23:07:36
\N
1993-06-07 21:43:23
1994-07-31 04:34:38
1987-08-07 06:17:36
2034-05-01 23:16:48
2025-06-19 19:55:50
2019-10-13 05:55:45
1977-03-25 16:49:59
1978-01-16 17:50:54
2003-09-29 11:52:36
2002-04-07 20:21:19
2024-01-12 08:48:56
1984-08-29 11:18:58
2036-08-16 06:28:01
1972-05-14 03:02:25
2019-01-24 15:28:12
2009-12-19 12:26:01
1982-07-26 20:02:07
2012-01-22 14:30:34
1983-07-22 09:43:31
1978-05-27 11:44:00
1974-04-02 20:06:06
2008-02-15 17:44:33
2003-01-14 11:53:21
1989-03-30 20:26:36
2009-12-14 07:04:27
2030-07-05 13:13:37
2032-07-22 14:56:54
2016-05-17 10:18:04
2031-07-02 05:37:29
\N
1980-07-28 23:17:09
2031-09-06 04:50:14
1975-01-20 00:56:52
2019-05-05 09:20:10
2025-05-02 21:09:49
2001-12-27 11:10:24
1991-09-27 13:58:05
2021-12-14 23:14:01
\N
2027-03-24 20:00:56
2009-01-07 11:43:43
1985-02-04 08:43:58
\N
\N
1996-12-23 15:44:40
2012-05-22 19:38:12
1980-02-29 23:26:57
2018-06-14 05:53:18
1981-07-04 12:51:41
1993-04-25 18:03:27
2027-03-09 22:57:21
1981-01-10 10:57:10
\N
1974-06-16 15:56:10
1985-10-15 14:41:42
1988-01-11 04:04:38
\N
1997-03-15 07:49:13
1982-02-26 20:08:21
1991-05-13 17:37:16
2015-09-03 11:31:02
\N
1987-06-05 08:47:52
1971-03-29 20:19:41
2002-03-28 08:10:03
2032-03-25 02:45:28
1983-07-23 15:43:13
\N
1999-01-15 18:02:24
2014-01-31 19:21:57
2021-09-02 07:24:41
1999-01-02 20:08:46
2001-03-24 22:19:29
2002-01-21 21:22:15
2007-08-06 07:40:41
\N
2032-09-07 01:44:27
1984-11-22 13:22:27
2035-06-18 23:03:59
1994-07-29 17:46:43
2023-04-20 23:06:32
2010-02-17 19:55:27
2014-08-23 04:24:35
2017-02-08 03:50:26
2036-10-24 01:43:48
1994-11-14 17:05:49
1979-04-19 00:51:15
1973-10-09 18:17:56
1999-01-17 10:01:57
2012-07-08 13:16:32
2012-12-03 16:28:12
1980-11-22 05:36:40
2002-02-28 09:35:09
\N
\N
2023-03-01 04:36:40
\N
1981-05-13 09:31:47
2026-01-29 10:21:54
2034-02-14 07:49:09
2031-09-22 19:51:28
1986-11-13 14:02:25
2031-10-25 07:54:40
2010-10-13 20:26:20
2036-09-11 09:50:27
2027-09-30 19:05:44
\N
1990-07-28 11:43:30
2001-05-05 00:25:16
2029-01-10 05:07:26
1972-10-09 13:38:21
2012-03-25 19:48:53
1987-04-06 01:11:45
1998-06-04 07:06:48
\N
2008-12-26 21:17:06
\N
1979-04-23 17:33:35
2010-01-16 23:22:58
1982-07-23 21:47:12
2013-08-21 20:50:30
1982-12-23 01:04:16
1997-04-03 19:25:47
1986-02-20 22:57:00
2034-09-08 09:15:33
\N
1999-05-14 02:29:36
1989-11-18 21:27:15
1987-09-17 13:29:22
\N
1978-05-03 02:10:34
2005-05-22 06:14:24
2001-02-11 14:04:25
1980-07-28 03:37:23
1984-04-11 21:36:37
2010-06-02 15:41:07
2023-09-05 03:40:25
2020-12-29 15:51:36
1997-06-06 05:10:09
2005-10-01 18:54:02
2023-01-17 16:49:50
2013-04-27 03:18:24
2018-05-23 23:13:58
2022-11-23 05:55:06
1971-05-09 22:21:51
1997-12-05 02:23:28
2008-08-22 07:12:18
2025-05-23 02:33:13
1989-02-18 10:23:41
\N
2035-08-21 05:44:10
1995-02-09 21:59:24
1994-11-28 00:22:35
1980-07-20 23:07:01
1998-09-02 22:25:59
1993-01-20 13:25:35
1979-12-21 08:44:13
2010-03-05 04:25:14
\N
1989-01-07 14:04:18
2015-10-09 11:05:27
2006-08-23 13:42:39
\N
2003-04-27 05:24:12
2029-03-21 01:01:47
2030-09-08 07:49:06
2022-05-05 19:07:56
1993-10-22 03:35:35
2031-04-01 07:28:30
2015-03-10 05:00:13
1988-12-08 16:27:26
2004-07-07 00:14:42
1978-01-11 02:57:18
2013-09-28 23:39:57
2030-02-25 07:31:16
2036-09-15 19:08:03
2019-07-16 13:26:21
2034-09-05 11:39:43
2003-11-07 21:07:04
2000-10-02 03:30:59
2002-09-19 07:59:10
2016-03-16 14:50:17
1986-02-06 02:57:29
-infinity
-infinity
-infinity
-infinity
-infinity
-infinity
-infinity
-infinity
2018-07-07 23:37:36
1972-02-07 07:48:10
2001-05-06 17:04:36
1996-10-05 13:24:45
1995-12-26 23:42:26
1990-05-13 04:31:37
1983-03-10 21:09:05
2011-08-03 07:47:28
2029-01-26 13:18:23
2022-04-24 00:45:21
1973-09-03 03:30:56
2002-09-19 10:09:02
1982-04-30 14:02:41
2023-11-30 23:11:51
1992-05-13 03:34:54
\N
1986-05-11 02:20:03
1976-12-31 04:46:49
2009-10-23 06:12:58
2022-02-08 01:26:47
1999-02-24 01:33:06
2007-09-30 10:55:32
1991-11-03 16:14:38
1985-06-14 21:54:21
1973-06-15 20:59:06
1972-07-18 12:26:22
2012-07-05 19:34:40
1989-01-17 11:48:58
1982-02-13 14:32:43
1994-11-23 11:36:17
2008-08-01 06:57:47
2032-11-22 15:34:23
1976-01-04 02:56:30
infinity
infinity
infinity
infinity
infinity
infinity
infinity
infinity
2037-04-11 12:30:59
2011-02-24 11:33:55
1992-11-16 04:53:09
2025-11-25 00:01:24
2013-02-08 02:14:43
\N
2002-05-13 14:26:05
1983-10-15 18:48:04
