5625 days 20:16:12
1548 days 10:21:09
-12923 days -05:28:48
-2310 days -07:49:09
7677 days 13:21:01
8530 days 06:54:22
-2696 days -09:55:01
7343 days 01:40:45
-4009 days -08:22:33
7190 days 21:23:41
1974 days 22:02:10
6034 days 22:30:57
-11697 days -04:47:36
10012 days 08:11:09
1204 days 14:58:21
4667 days 23:00:42
-10120 days -01:41:49
8885 days 22:17:23
-995 days -14:46:27
565 days 02:23:32
8068 days 19:50:34
6715 days 00:51:20
-2833 days -02:13:10
-7675 days -19:12:28
-6696 days -06:23:39
1911 days 12:17:48
-1128 days -04:26:05
-7445 days -08:21:53
-3892 days -14:50:27
-5745 days -12:46:01
-7389 days -21:27:09
11436 days 05:06:06
-2183 days -17:44:21
-8301 days -19:05:16
4941 days 10:04:16
-1342 days -00:42:15
-12044 days -01:16:13
2758 days 20:28:33
2832 days 18:05:22
8076 days 00:20:56
1457 days 19:01:58
3509 days 06:02:22
8288 days 14:43:44
-7354 days -22:38:15
-1453 days -23:14:42
-7944 days -18:27:40
-239 days -13:56:15
-9699 days -18:33:50
-10236 days -01:21:09
-7188 days -09:39:59
3234 days 15:52:22
-10441 days -02:00:33
-4574 days -17:32:16
5013 days 04:00:31
-4047 days -11:12:00
\N
-10041 days -01:03:19
-12435 days -15:40:06
-11694 days -07:11:46
-434 days -05:39:07
-19 days -16:31:13
-4947 days -03:22:20
6049 days 18:30:28
-5790 days -13:09:39
480 days 23:23:21
2155 days 05:03:12
2438 days 18:45:31
7113 days 01:18:52
-3259 days -19:19:31
-9646 days -06:50:26
-7176 days -15:17:24
10588 days 22:57:01
7427 days 09:25:16
-7762 days -14:43:54
3761 days 15:53:03
290 days 15:40:32
5955 days 19:07:54
-7101 days -15:58:50
1283 days 15:54:51
-1856 days -20:27:35
3953 days 03:13:19
\N
6286 days 00:33:36
10668 days 05:28:51
11000 days 14:01:35
4973 days 08:38:59
7503 days 08:55:14
2837 days 06:51:40
-2162 days -17:29:50
9735 days 22:31:27
-12643 days -09:03:02
-3099 days -23:05:58
3574 days 14:34:48
-8487 days -16:33:27
-3814 days -13:46:46
-247 days -13:57:10
109 days 02:01:52
6894 days 03:39:53
2791 days 23:24:16
5763 days 15:52:42
4160 days 22:20:52
-3047 days -15:41:28
10129 days 05:48:14
655 days 21:22:30
-1249 days -13:46:55
-670 days -09:57:10
8853 days 20:36:22
31 days 23:14:00
9370 days 13:03:26
3914 days 00:30:54
5921 days 22:43:34
-3753 days -06:14:50
9099 days 02:17:12
2865 days 11:17:43
2057 days 15:01:53
-4108 days -10:23:00
-5066 days -21:37:35
2863 days 22:15:47
-5654 days -14:37:25
-11724 days -08:14:41
-9317 days -17:40:37
-12683 days -19:56:10
-10364 days -01:28:57
-12270 days -05:47:08
-12181 days -06:26:48
8378 days 09:56:31
-9114 days -01:00:41
-1174 days -22:58:50
-9308 days -12:04:06
1535 days 01:19:45
-7855 days -05:25:15
4205 days 00:35:17
10507 days 04:27:33
\N
-566 days -01:36:09
-11306 days -14:17:28
-10463 days -09:44:02
-2679 days -12:29:05
7233 days 00:29:37
-2959 days -14:45:29
7409 days 12:12:27
-2951 days -00:37:54
6076 days 00:27:14
1989 days 12:23:54
-6286 days -00:15:17
-5485 days -14:17:50
-8739 days -17:42:24
3875 days 11:24:17
-3004 days -13:30:19
10383 days 10:08:29
-8261 days -01:24:41
-4398 days -10:43:25
8738 days 00:40:22
6148 days 23:56:32
-5789 days -14:22:50
4747 days 18:58:16
11555 days 21:52:56
7034 days 06:35:38
-12510 days -12:02:30
-7087 days -08:28:34
-7587 days -23:09:54
4831 days 16:01:13
-7746 days -16:43:47
1962 days 11:08:54
-7050 days -07:09:35
-2595 days -08:02:15
3135 days 16:20:43
4114 days 06:42:47
6542 days 05:09:18
-11449 days -20:54:48
9299 days 12:41:02
4299 days 05:30:41
-196 days -14:43:53
9134 days 16:01:15
10910 days 00:53:35
-10974 days -17:26:16
2952 days 07:37:10
-8030 days -20:45:05
-4037 days -05:51:34
7553 days 01:05:58
-2253 days -15:17:36
-3808 days -13:47:12
-5893 days -02:28:14
8697 days 09:10:41
-12560 days -21:45:19
\N
-6808 days -23:17:31
-9275 days -06:24:17
-4576 days -04:40:00
-926 days -01:54:23
-516 days -05:17:15
4180 days 07:04:20
-9826 days -23:33:11
-77 days -03:56:25
5599 days 05:02:56
1247 days 11:33:16
-11522 days -22:07:08
1513 days 19:37:30
-4664 days -17:59:08
1202 days 14:16:15
-5539 days -05:18:35
-12706 days -23:17:47
1735 days 00:57:48
3471 days 20:40:18
1365 days 00:44:23
-8385 days -09:01:45
7335 days 06:33:44
-9736 days -06:09:59
-8423 days -16:05:19
-5411 days -17:11:17
4304 days 01:12:07
-4230 days -03:34:05
-6570 days -22:06:27
3576 days 05:13:19
-2792 days -04:07:12
-11528 days -13:42:31
6526 days 19:45:07
488 days 12:28:03
2206 days 11:11:23
10428 days 23:47:56
-11168 days -16:23:59
-689 days -15:58:43
-5443 days -06:59:01
-8505 days -05:59:07
-6971 days -16:02:43
5759 days 02:47:33
-8460 days -12:54:34
-6811 days -04:41:10
161 days 04:05:43
-3793 days -19:54:41
5175 days 16:56:13
9629 days 06:41:59
-1957 days -20:57:17
1386 days 02:52:34
-11433 days -12:15:19
6995 days 08:16:54
-5440 days -13:50:07
\N
-12569 days -02:07:24
-745 days -23:01:35
-12126 days -09:59:26
-6827 days -06:16:45
5415 days 05:31:17
-8860 days -05:00:30
4263 days 22:01:16
5529 days 19:33:03
-9951 days -04:31:38
4518 days 23:16:10
-7559 days -02:17:48
-3262 days -00:19:03
3369 days 12:43:16
7394 days 01:50:49
-8384 days -05:35:48
10399 days 22:57:43
-3315 days -07:19:47
3558 days 10:47:06
-11365 days -08:52:35
7162 days 05:55:08
-15 days -11:28:55
-1488 days -21:17:32
1888 days 11:33:40
6764 days 16:00:41
3693 days 20:33:29
3903 days 20:46:46
4438 days 19:02:47
10668 days 19:53:49
9658 days 03:06:51
9572 days 18:13:11
11185 days 19:57:35
11347 days 15:46:14
2565 days 21:15:51
-1429 days -16:46:30
-7691 days -15:31:38
-199 days -22:25:06
-2118 days -16:03:13
3371 days 12:32:24
-12416 days -21:18:04
11799 days 18:51:26
-5976 days -19:33:37
5980 days 13:44:23
-1778 days -17:18:48
-4636 days -17:45:06
-8502 days -15:11:20
-3732 days -14:34:28
-7282 days -18:28:40
5062 days 13:33:02
6399 days 13:41:08
2291 days 09:09:56
9458 days 16:06:07
7678 days 05:05:33
-12054 days -13:31:00
-3362 days -07:41:50
-5693 days -21:32:36
6597 days 19:10:20
5161 days 09:56:55
-9860 days -17:18:35
-2293 days -23:12:04
10459 days 13:16:26
2265 days 13:04:27
10313 days 14:45:01
10054 days 22:24:22
2984 days 07:57:12
-5791 days -03:00:07
6534 days 08:35:43
-11438 days -14:25:10
-6859 days -16:50:55
-8909 days -10:22:34
-3517 days -21:18:12
7480 days 00:21:27
-795 days -15:06:11
-9404 days -23:24:01
7663 days 01:41:12
-713 days -01:01:42
1650 days 12:24:05
-7495 days -05:04:58
4000 days 21:11:36
1138 days 18:33:07
3944 days 15:56:41
3289 days 17:22:03
-8837 days -21:25:58
-4677 days -15:32:13
-10750 days -23:04:22
10140 days 05:58:50
6143 days 21:16:02
3566 days 23:49:41
5887 days 06:12:51
5423 days 20:58:45
5379 days 11:15:53
2123 days 03:34:50
-9389 days -22:55:12
1357 days 02:09:47
10142 days 04:25:36
-6926 days -18:43:31
-6424 days -21:14:28
2982 days 10:44:03
4922 days 11:17:28
-2045 days -18:22:51
-8943 days -13:02:39
6900 days 17:08:21
2510 days 06:39:59
-1835 days -22:15:12
\N
9024 days 00:03:49
-2045 days -06:37:43
6892 days 06:31:32
-9844 days -06:17:20
2870 days 23:46:12
-5579 days -06:20:34
-5641 days -22:13:10
10487 days 10:27:35
-7233 days -17:17:43
-11226 days -05:05:14
-5268 days -18:53:33
-5999 days -09:32:42
11656 days 06:29:49
-8175 days -17:55:50
10402 days 10:08:40
-6480 days -11:33:32
1328 days 08:48:12
-2460 days -20:50:25
-4343 days -20:26:12
-12476 days -16:52:49
-8221 days -00:19:12
10934 days 04:29:47
1567 days 06:22:11
2907 days 10:19:15
9512 days 13:17:14
\N
10031 days 05:58:55
7973 days 06:57:28
9828 days 05:58:27
-6372 days -11:15:50
10012 days 15:27:44
-9097 days -03:49:51
-7206 days -00:00:34
1026 days 00:49:11
-1597 days -12:20:05
-8648 days -00:44:16
-9790 days -02:52:49
-981 days -04:10:39
-7541 days -05:47:56
-7105 days -15:37:54
-1748 days -11:26:21
-4519 days -23:19:44
-7979 days -07:52:25
7197 days 03:30:16
1833 days 12:06:59
-1548 days -14:04:58
-5316 days -17:33:46
-5486 days -21:42:56
49 days 17:17:51
9099 days 10:37:14
-11276 days -03:05:00
7899 days 22:58:17
508 days 00:41:03
-6076 days -05:36:00
-12606 days -00:57:28
-7702 days -09:58:18
4291 days 23:13:54
8567 days 20:57:07
-8388 days -07:10:08
-9814 days -11:50:01
501 days 04:14:32
9044 days 03:43:45
-8051 days -03:34:59
-13806 days -14:21:26
-7486 days -22:05:47
-11857 days -08:36:12
-1806 days -13:41:46
-13988 days -15:04:34
-1807 days -23:19:37
-949 days -09:21:28
6163 days 11:45:40
-1506 days -07:28:52
-2139 days -00:49:29
-6928 days -05:27:55
-10326 days -04:36:26
-13117 days -13:36:59
-2080 days -23:54:20
-327 days -06:04:45
-3059 days -04:45:09
10025 days 05:30:29
-6291 days -12:12:10
-2411 days -02:53:55
-6596 days -00:56:36
-9719 days -17:44:55
8 days 22:33:21
1826 days 05:51:20
371 days 11:56:25
-4683 days -11:52:58
-5449 days -03:01:46
-13807 days -09:11:52
-245 days -01:48:06
8771 days 12:08:03
1827 days 06:53:03
-12576 days -15:40:56
-12355 days -23:54:52
-2686 days -13:36:18
1705 days 05:58:44
-2297 days -03:42:11
-4342 days -21:06:00
7275 days 18:18:14
1622 days 10:18:13
3754 days 03:44:00
-13316 days -06:15:12
-10077 days -23:54:14
-8001 days -07:54:09
7540 days 20:11:37
7243 days 19:10:42
-2143 days -07:51:00
-9553 days -11:47:20
-14153 days -13:26:25
